Canton,Country,People,CantonLanguage,CountryLanguage,Colour
Zürich,Antigua and Barbuda,1,German,English,68ED7C
Zürich,Argentina,43,German,Spanish,68ffcb
Zürich,Armenia,18,German,Armenian,25ff04
Zürich,Australia,89,German,English,68ED7C
Zürich,Austria,876,German,German,68ffcb
Zürich,Azerbaijan,14,German,Azerbaijani,08f9ff
Zürich,Bahrain,1,German,Arabic,fffd06
Zürich,Bangladesh,41,German,Bengali,0406ff
Zürich,Belarus,35,German,Russian,68ED7C
Zürich,Belgium,156,German,Dutch,fffd66
Zürich,Benin,2,German,French,f26aff
Zürich,Bolivia,14,German,Spanish,68ffcb
Zürich,Bosnia and Herzegovina,108,German,Croatian,9900ff
Zürich,Brazil,328,German,Portuguese,0406ff
Zürich,Bulgaria,169,German,Bulgarian,0406ff
Zürich,Burkina Faso,3,German,French,f26aff
Zürich,Cambodia,8,German,Khmer,ffc668
Zürich,Cameroon,21,German,English,68ED7C
Zürich,Canada,136,German,English,68ED7C
Zürich,Cape Verde,1,German,Portuguese,0406ff
Zürich,Chile,38,German,Spanish,68ffcb
Zürich,Colombia,60,German,Spanish,68ffcb
Zürich,Congo,15,German,French,f26aff
Zürich,Congo,2,German,French,f26aff
Zürich,Costa Rica,5,German,Spanish,68ffcb
Zürich,Côte d'Ivoire,8,German,French,f26aff
Zürich,Croatia,118,German,Albanian,ff0000
Zürich,Cuba,36,German,Spanish,68ffcb
Zürich,Cyprus,19,German,Greek,c45dff
Zürich,Czech Republic,332,German,Czech,ff0880
Zürich,Denmark,101,German,Danish,ff4743
Zürich,Dominican Republic,84,German,Spanish,68ffcb
Zürich,Ecuador,10,German,Spanish,68ffcb
Zürich,Egypt,60,German,Arabic,fffd06
Zürich,El Salvador,1,German,Spanish,68ffcb
Zürich,Eritrea,186,German,Arabic,fffd06
Zürich,Estonia,52,German,Estonian,6cd8ed
Zürich,Finland,127,German,Finnish,7677ff
Zürich,France,1029,German,French,f26aff
Zürich,Gambia,6,German,English,68ED7C
Zürich,Georgia,15,German,Georgian,ffad61
Zürich,Germany,6978,German,German,68ffcb
Zürich,Ghana,17,German,English,68ED7C
Zürich,Greece,518,German,Greek,c45dff
Zürich,Guatemala,4,German,Spanish,68ffcb
Zürich,Guinea,4,German,French,f26aff
Zürich,Guinea-Bissau,4,German,Portuguese,0406ff
Zürich,Haiti,4,German,French,f26aff
Zürich,Honduras,6,German,Spanish,68ffcb
Zürich,Hungary,1160,German,Hungarian,fbffa1
Zürich,Iceland,22,German,Icelandic,90ff9b
Zürich,India,886,German,Hindi,ff908e
Zürich,Indonesia,31,German,Indonesian,99eaff
Zürich,Iran,51,German,Persian,ff4743
Zürich,Iraq,62,German,Arabic,fffd06
Zürich,Ireland,158,German,English,68ED7C
Zürich,Israel,68,German,Hebrew,ff339f
Zürich,Italy,3100,German,Italian,9baaff
Zürich,Jamaica,10,German,English,68ED7C
Zürich,Japan,165,German,Japanese,ff9df5
Zürich,Jordan,11,German,Arabic,fffd06
Zürich,Kazakhstan,13,German,Rusian,68ED7C
Zürich,Kenya,24,German,English,68ED7C
Zürich,Kosovo,462,German,Albanian,ff0000
Zürich,Kyrgyzstan,2,German,Rusian,68ED7C
Zürich,Laos,4,German,Lao,c994ff
Zürich,Latvia,113,German,Latvian,ff96c8
Zürich,Lebanon,55,German,Arabic,fffd06
Zürich,Liberia,1,German,English,68ED7C
Zürich,Libya,24,German,Arabic,fffd06
Zürich,Liechtenstein,29,German,German,68ffcb
Zürich,Lithuania,96,German,Lithuanian,ff0000
Zürich,Luxembourg,56,German,French,f26aff
Zürich,Macedonia,347,German,Macedonian,fffd06
Zürich,Madagascar,2,German,French,f26aff
Zürich,Malaysia,27,German,Malaysian,08f9ff
Zürich,Mali,5,German,French,f26aff
Zürich,Malta,3,German,English,68ED7C
Zürich,Mauritius,1,German,English,68ED7C
Zürich,Mexico,85,German,Spanish,68ffcb
Zürich,Moldova,13,German,Romanian,fffd66
Zürich,Mongolia,16,German,Mongolian,0406ff
Zürich,Morocco,51,German,Arabic,fffd06
Zürich,Mozambique,2,German,Portuguese,0406ff
Zürich,Myanmar,3,German,Burmese,ff8424
Zürich,Namibia,1,German,English,68ED7C
Zürich,Nepal,15,German,Nepali,04ffa8
Zürich,Netherlands,499,German,Dutch,fffd66
Zürich,New Zealand,18,German,English,68ED7C
Zürich,Nicaragua,3,German,Spanish,68ffcb
Zürich,Nigeria,34,German,English,68ED7C
Zürich,Norway,49,German,Norwegian,9900ff
Zürich,Pakistan,66,German,Urdu,a1ffd1
Zürich,Panama,5,German,Spanish,68ffcb
Zürich,Paraguay,5,German,Spanish,68ffcb
Zürich,Peru,42,German,Spanish,68ffcb
Zürich,Poland,1210,German,Polish,25ff04
Zürich,Portugal,1689,German,Portuguese,0406ff
Zürich,Republic of Uzbekistan,5,German,Uzbek,c994ff
Zürich,Romania,329,German,Romanian,fffd66
Zürich,Russia,277,German,Russian,68ED7C
Zürich,Saudi Arabia,13,German,Arabic,fffd06
Zürich,Senegal,12,German,French,f26aff
Zürich,Serbia,398,German,Serbian,6cd8ed
Zürich,Seychellen,2,German,English,68ED7C
Zürich,Singapore,27,German,English,68ED7C
Zürich,Slovakia,732,German,Slovak,7677ff
Zürich,Slovenia,284,German,Slovene,f26aff
Zürich,Somalia,53,German,Somali,ffad61
Zürich,South Africa,41,German,Zulu,ff0000
Zürich,South Korea,56,German,Korean,a1ffd1
Zürich,Spain,1601,German,Spanish,68ffcb
Zürich,State of Palestine,1,German,Arabic,fffd06
Zürich,Sudan,8,German,Arabic,fffd06
Zürich,Sweden,204,German,Swedish,ff339f
Zürich,Switzerland,4828,German,German,68ffcb
Zürich,Syria,232,German,Arabic,fffd06
Zürich,Tajikistan,1,German,Tajik,ff908e
Zürich,Thailand,159,German,Thai,c45dff
Zürich,Togo,4,German,French,f26aff
Zürich,Trinidad and Tobago,2,German,English,68ED7C
Zürich,Tunisia,53,German,Arabic,fffd06
Zürich,Turkey,399,German,Turkish,fffd06
Zürich,Uganda,1,German,English,68ED7C
Zürich,Ukraine,152,German,Ukrainian,ffc668
Zürich,United Arab Emirates,1,German,Arabic,fffd06
Zürich,United Kingdom,1146,German,English,68ED7C
Zürich,United States,765,German,English,68ED7C
Zürich,Uruguay,3,German,Spanish,68ffcb
Zürich,Venezuela,26,German,Spanish,68ffcb
Zürich,Vietnam,38,German,Vietnamese,ff96c8
Zürich,Yemen,2,German,Arabic,fffd06
Zürich,Zambia,1,German,English,68ED7C
Zürich,Zimbabwe,3,German,English,68ED7C
